"Country","Age","Gender","Kids","Edu","WorkStatus","Income","Occupation","PositionYrs","PositionMnth","CommSize","MaritalStatus","NumofSons","NumofDaughters","XDP1","XDP2","XDP3","XDP4","XDP5","XAIP1","XAIP2","XAIP3","XAIP4","XAIP5","XAIP6","XAIP7","XAIP8","XAIP9","XAIP10","XAIP11","XAIP12","XAIP13","XAIP14","XAIP15","XGP1","XGP2","XGP3","XGP4","XGP5","XGP6","XGP7","XGP8","XGP9","XGP10","XGP11","XGP12","XGP13","XGP14","XGP15","XGP16","XGP17","XGP18","XGP19","XGP20","XSWLS1","XSWLS2","XSWLS3","XSWLS4","XSWLS5","Yourself","Others","DP_Mean","AIP_Mean","GP_Mean","SWLS_Mean","HDI","Development.Category"
"United States",45,"Male","Yes Kids","phd","full-time",67500,"assistant professor",4,5,"Small Town","Married",NA,1,3,4,3,4,4,3,4,5,5,4,5,4,5,4,4,5,5,2,4,4,5,3,4,3,4,3,4,5,5,4,4,5,4,4,5,5,4,4,3,5,1,2,2,2,2,"","",3.6,4.2,4.15,1.8,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","phd","full-time",87500,"Scientist",8,0,"Large-City","Married",NA,0,4,3,3,3,4,2,2,4,4,5,3,4,4,4,4,2,3,3,2,4,4,5,4,3,2,2,4,4,4,4,4,4,4,3,3,4,3,5,5,4,3,4,3,2,2,"yes","yes",3.4,3.33333333333333,3.75,2.8,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","ma","full-time",67500,"Labor Relations Specialist",3,0,"Small City","Married",NA,0,4,2,4,3,3,2,1,5,5,3,3,3,4,3,4,2,2,2,1,4,4,2,3,3,2,3,4,4,5,2,2,4,4,3,4,4,3,4,4,3,2,3,2,3,2,"yes","yes",3.2,2.93333333333333,3.35,2.4,0.92,"Very high human development"
"United States",67.5,"Female","Yes Kids","ma","retired",250000,NA,0,0,"Small City","Married",NA,1,4,4,4,3,3,1,3,2,4,4,5,4,4,3,4,3,4,3,4,4,4,2,2,3,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,2,2,2,3,1,"yes","no",3.6,3.46666666666667,3.6,2,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","phd","full-time",150000,"First VP & Associate General Counsel",1,7,"Small Town","Divorced",NA,1,3,3,4,3,3,1,5,5,5,4,1,5,5,5,5,5,3,4,5,4,4,3,3,3,3,4,4,4,4,2,4,5,2,4,5,5,3,5,5,5,2,3,2,5,2,"yes","yes",3.2,4.13333333333333,3.85,2.8,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","phd","full-time",67500," teacher",17,0,"Medium-Sized","Married",NA,1,4,4,4,4,4,1,1,2,3,5,3,2,4,5,4,3,3,3,2,4,5,2,3,1,5,4,5,3,5,3,2,5,1,1,4,5,5,3,5,5,5,5,5,5,5,"yes","no",4,3,3.6,5,0.92,"Very high human development"
"United States",37.5,"Female","Yes Kids","deg","student",10000,NA,1,8,"Large-City","Married",NA,0,2,4,3,3,3,3,2,3,3,4,1,4,5,4,4,5,5,5,5,5,5,5,5,5,1,4,5,4,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,3,"yes","no",3,3.86666666666667,4.55,4.6,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","ma","part-time",250000,"Business Owner",1,8,"Large-City","Divorced",NA,0,2,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,2,1,1,2,4,1,2,1,2,2,1,2,2,1,4,2,3,2,2,2,2,2,1,2,5,5,5,5,5,"no","no",1.2,1.4,2,5,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","ma","full-time",45000,"Pastor ; Life coach  clergy",7,0,"Small City","Married",NA,0,3,3,2,2,2,2,1,4,2,3,4,4,2,2,3,2,2,4,2,2,4,2,3,4,2,3,3,3,4,2,2,4,2,4,4,4,4,4,4,2,2,2,2,2,2,"yes","yes",2.4,2.6,3.2,2,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","deg","part-time",25000," teacher",5,0,"Medium-Sized","Divorced",NA,1,4,4,4,3,3,2,3,5,4,4,1,5,4,4,4,3,4,3,4,4,4,2,4,3,2,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,3,3,3,3,3,"yes","yes",3.6,3.6,3.6,3,0.92,"Very high human development"
"United States",37.5,"Female","Yes Kids","phd","part-time",67500,"VMD",13,0,"Small City","Married",NA,1,5,4,4,4,4,2,2,5,4,4,1,4,4,4,4,3,3,4,3,3,4,3,3,2,3,3,4,3,4,4,4,4,2,3,4,5,4,5,4,5,3,3,3,4,3,"yes","yes",4.2,3.33333333333333,3.65,3.2,0.92,"Very high human development"
"United States",32.5,"Female","Yes Kids","ma","part-time",35000,"buyer",7,3,"Small City","Married",NA,0,5,5,5,4,4,1,2,2,4,3,3,2,3,2,3,3,3,3,2,2,3,3,4,3,3,4,4,4,4,4,4,4,2,3,4,4,4,3,2,4,3,3,3,4,3,"yes","no",4.6,2.53333333333333,3.5,3.2,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","high","full-time",25000,"landscape designer",10,0,"Village","Married",NA,0,3,3,4,2,2,2,1,4,3,2,1,2,3,2,2,2,1,3,2,2,3,2,2,2,1,2,3,3,3,1,3,2,2,2,3,2,2,3,3,3,3,3,3,4,1,"yes","yes",2.8,2.13333333333333,2.35,2.8,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","dip","full-time",150000,NA,17,0,"Large Town","Divorced",NA,1,3,3,4,3,3,2,3,3,4,4,4,4,4,4,4,3,4,2,4,2,3,2,3,3,3,3,2,4,4,3,3,4,2,3,4,3,3,4,3,3,3,3,3,3,2,"yes","yes",3.2,3.4,3.1,2.8,0.92,"Very high human development"
"United States",37.5,"Male","Yes Kids","ma","full-time",150000,"Economist",8,0,"Rural/Country","Married",NA,1,2,4,3,3,3,1,1,5,3,3,2,4,4,4,4,2,3,4,3,3,4,1,4,2,4,3,4,4,4,4,4,5,3,4,4,5,5,4,5,3,4,4,3,4,2,"yes","yes",3,3.06666666666667,3.8,3.4,0.92,"Very high human development"
"United States",32.5,"Male","Yes Kids","ltuni","full-time",45000,"Bank Teller",3,3,"Medium-Sized","Separated",NA,1,3,4,4,2,2,2,4,2,4,4,2,4,4,4,4,4,4,2,4,4,4,3,2,5,4,3,4,4,4,2,4,4,4,4,4,3,2,4,5,4,1,1,3,3,1,"yes","yes",3,3.46666666666667,3.65,1.8,0.92,"Very high human development"
"United States",32.5,"Female","Yes Kids","dip","part-time",15000,"Professional Organizer",1,5,"Medium-Sized","Married",NA,3,3,2,2,2,2,3,1,2,1,2,2,2,2,1,2,2,1,2,1,2,4,1,3,2,2,2,3,3,3,4,2,3,4,3,3,3,2,3,3,2,4,4,4,4,4,"yes","no",2.2,1.73333333333333,2.75,4,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","ma","full-time",45000,"Marketing",8,1,"Medium-Sized","Married",NA,3,4,3,4,2,2,1,1,1,1,3,5,2,2,2,1,1,2,2,1,2,3,1,1,1,1,1,3,2,3,1,1,2,1,1,3,2,1,3,3,1,3,4,4,4,3,"yes","no",3,1.8,1.75,3.6,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","ltuni","full-time",25000,"Administrator",8,0,"Medium-Sized","Married",NA,0,4,4,4,3,3,1,2,5,4,2,4,4,2,2,3,1,3,1,4,3,3,2,2,3,1,3,2,3,2,1,2,3,1,1,3,5,4,2,3,1,4,3,4,4,1,"yes","yes",3.6,2.73333333333333,2.35,3.2,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","ma","unemployed",150000," houswife",9,7,"Small Town","Married",NA,1,5,3,4,4,4,1,4,5,4,4,4,4,5,2,5,4,5,2,4,2,4,3,4,4,4,3,4,3,4,4,4,4,3,3,4,4,4,4,4,4,3,3,3,3,2,"yes","yes",4,3.66666666666667,3.75,2.8,0.92,"Very high human development"
"United States",32.5,"Female","Yes Kids","ma","full-time",87500,"Analyst",4,9,"Medium-Sized","Married",NA,2,4,4,3,3,3,1,4,2,4,4,4,4,4,4,4,2,4,2,4,3,4,4,3,4,2,4,3,3,4,4,4,4,1,4,4,4,3,4,4,4,2,4,2,4,2,"yes","yes",3.4,3.33333333333333,3.55,2.8,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","ma","full-time",45000,"Librarian",3,6,"Large-City","Married",NA,2,4,4,4,3,4,1,3,5,5,5,2,5,4,5,5,4,4,1,5,5,5,5,3,1,5,3,4,3,4,4,5,5,1,4,2,3,3,3,2,2,4,4,4,4,3,"yes","yes",3.8,3.93333333333333,3.35,3.8,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","ma","full-time",150000,"Nurse",28,0,"Large-City","Divorced",NA,0,5,4,4,4,4,1,1,2,2,2,2,2,4,2,4,3,2,4,4,4,4,2,3,3,2,2,3,3,3,3,3,4,3,3,4,4,2,5,4,5,4,4,4,4,4,"yes","no",4.2,2.6,3.25,4,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","ltuni","part-time",NA,"museum docent",3,0,"Small Town","Married",NA,0,3,3,4,2,2,1,1,1,3,2,2,3,2,4,3,2,2,2,3,4,4,4,3,5,2,2,5,4,3,2,5,5,2,2,3,3,2,2,3,1,5,4,4,5,4,"yes","yes",2.8,2.33333333333333,3.1,4.4,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","ma","full-time",150000," teacher",6,0,"Small City","Married",NA,2,3,3,3,3,3,3,3,4,4,3,4,3,4,3,4,3,5,3,4,4,3,2,4,2,3,3,3,4,3,5,4,3,3,4,4,4,2,3,3,4,4,3,4,5,3,"yes","yes",3,3.6,3.3,3.8,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","deg","full-time",150000,"Publishing",17,0,"Small City","Married",NA,2,5,5,4,4,4,3,2,2,3,3,4,2,4,3,3,4,2,3,1,2,2,1,4,3,2,3,2,4,4,1,3,3,4,3,4,5,3,5,4,4,2,3,3,2,2,"yes","yes",4.4,2.73333333333333,3.2,2.4,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","ltuni","full-time",55000,"maintenance tech.",28,0,"Medium-Sized","Divorced",NA,0,2,3,3,3,3,2,2,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,"yes","yes",2.8,2.86666666666667,2.95,2.8,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","deg","full-time",150000," Communications",2,6,"Small City","Married",NA,2,4,4,3,3,2,2,4,4,3,3,2,3,5,3,3,2,4,2,4,5,3,1,3,5,2,1,2,4,4,4,4,3,3,1,4,2,1,3,2,4,4,5,4,5,4,"yes","yes",3.2,3.26666666666667,2.8,4.4,0.92,"Very high human development"
"United States",32.5,"Female","Yes Kids","deg","unemployed",10000," houswife",2,0,"Medium-Sized","Married",NA,1,4,5,5,5,5,5,4,5,1,5,5,5,5,5,5,4,5,5,4,5,5,4,4,5,5,3,5,4,5,5,5,5,4,4,1,5,5,5,4,5,1,1,2,2,1,"yes","yes",4.8,4.53333333333333,4.4,1.4,0.92,"Very high human development"
"United States",37.5,"Female","Yes Kids","deg","part-time",35000,"Nurse",13,5,"Small Town","Married",NA,2,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,1,2,1,1,2,1,1,2,2,1,1,2,2,2,4,2,2,1,2,2,1,2,2,3,4,5,5,5,4,"yes","no",1.2,1.33333333333333,1.85,4.6,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","dip","full-time",35000,"training Coordinator",4,0,"Large Town","Divorced",NA,1,4,3,3,3,3,3,2,5,4,4,5,3,4,3,5,3,3,4,3,3,5,2,3,1,3,3,5,4,5,4,4,3,2,5,3,4,3,4,3,4,2,2,3,1,1,"yes","yes",3.2,3.6,3.5,1.8,0.92,"Very high human development"
"United States",32.5,"Female","Yes Kids","ma","full-time",45000,"law enforcement",0,6,"Small Town","Married",NA,0,5,5,4,3,3,1,1,4,5,5,5,4,4,4,5,4,3,5,2,5,5,4,4,3,5,5,5,5,5,3,3,5,3,5,4,5,5,5,5,5,4,3,4,5,5,"yes","no",4,3.8,4.45,4.2,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","deg","full-time",150000,"Administrator",12,3,"Large-City","Separated",NA,1,4,4,4,3,3,4,4,4,5,5,5,4,4,5,5,3,5,3,4,4,4,3,3,3,4,2,4,4,4,5,4,4,2,2,4,4,4,4,4,3,2,2,3,4,4,"yes","yes",3.6,4.26666666666667,3.55,3,0.92,"Very high human development"
"United States",37.5,"Male","Yes Kids","dip","full-time",67500,"RN",6,0,"Large Town","Married",NA,2,2,3,2,2,2,1,1,2,2,3,2,2,2,2,3,2,2,1,2,2,3,1,2,1,2,2,2,2,2,2,3,3,1,2,3,2,2,3,3,2,3,3,4,4,4,"no","no",2.2,1.93333333333333,2.15,3.6,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","deg","full-time",87500,"owner - private practice physical therap",23,0,"Small Town","Married",NA,1,5,4,4,3,3,3,3,5,4,4,3,4,4,4,5,3,4,2,4,5,4,2,3,3,3,2,4,3,4,4,4,5,3,3,4,5,5,5,4,4,3,4,3,5,4,"yes","yes",3.8,3.8,3.7,3.8,0.92,"Very high human development"
"United States",28,"Female","Yes Kids","ltuni","student",NA,NA,0,0,"Medium-Sized","Married",NA,1,3,5,5,5,5,1,2,1,3,3,5,5,3,5,5,4,3,3,5,5,5,2,3,5,4,1,4,2,3,1,5,3,1,3,3,5,3,3,5,3,1,3,3,3,4,"yes","yes",4.6,3.53333333333333,3.2,2.8,0.92,"Very high human development"
"United States",32.5,"Female","Yes Kids","deg","full-time",150000,"President",2,0,"Rural/Country","Married",NA,1,3,4,2,2,2,3,2,5,4,3,1,3,4,3,2,4,3,4,2,3,3,3,3,3,4,3,3,3,4,2,3,3,4,4,5,5,5,3,4,2,4,4,4,5,4,"yes","no",2.6,3.06666666666667,3.45,4.2,0.92,"Very high human development"
"United States",67.5,"Female","Yes Kids","ma","part-time",55000,"Tutor",7,0,"Large Town","Married",NA,2,2,2,2,2,2,1,1,5,1,3,2,1,2,3,2,2,3,2,1,2,3,1,3,5,1,2,1,2,3,1,1,4,1,2,3,3,3,3,1,4,3,3,3,4,3,"yes","no",2,2.06666666666667,2.35,3.2,0.92,"Very high human development"
"United States",32.5,"Female","Yes Kids","deg","full-time",150000,"Network Engineer",1,0,"Small City","Married",NA,0,3,4,4,4,4,1,1,2,3,4,4,4,3,4,4,3,3,3,4,4,4,4,2,4,4,3,4,4,4,3,4,4,2,4,4,4,4,4,4,3,4,4,4,4,2,"yes","yes",3.8,3.13333333333333,3.65,3.6,0.92,"Very high human development"
"United States",32.5,"","Yes Kids","phd","full-time",150000,"Scientist",3,0,"Large-City","Married",NA,1,3,3,1,1,2,1,2,4,3,4,2,4,4,3,4,1,4,3,4,3,3,3,3,4,3,1,4,2,5,4,2,5,3,5,5,4,3,4,4,4,3,4,3,4,2,"yes","yes",2,3.06666666666667,3.55,3.2,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","phd","full-time",150000,"engineer",2,6,"Large-City","Married",NA,0,5,4,4,3,3,2,4,5,4,4,4,4,4,4,5,3,5,4,4,5,5,4,4,5,4,3,4,5,5,3,5,4,4,3,4,5,5,5,4,4,2,3,3,2,1,"yes","yes",3.8,4.06666666666667,4.25,2.2,0.92,"Very high human development"
"United States",32.5,"Female","Yes Kids","ltuni","unemployed",67500,NA,0,0,"Medium-Sized","Married",NA,2,2,2,1,1,1,1,2,2,3,3,2,2,3,3,2,1,3,1,3,1,3,1,2,4,1,2,2,2,3,2,2,3,1,1,3,4,2,4,4,2,4,4,3,3,3,"yes","yes",1.4,2.13333333333333,2.4,3.4,0.92,"Very high human development"
"United States",37.5,"Male","Yes Kids","phd","full-time",45000,"Scientist",3,8,"Small City","Married",NA,0,4,5,4,5,4,2,3,5,4,5,4,5,5,5,5,4,5,3,4,5,5,2,3,2,4,4,4,4,4,3,5,4,3,5,5,4,4,5,4,5,3,2,3,2,2,"yes","yes",4.4,4.26666666666667,3.95,2.4,0.92,"Very high human development"
"United States",67.5,"Male","Yes Kids","phd","full-time",87500,"Program Director",0,7,"Large-City","Married",NA,2,3,3,4,2,2,1,1,4,2,2,3,3,3,2,3,2,1,2,1,2,3,2,2,2,1,2,3,2,4,1,2,3,1,1,2,2,2,2,3,3,4,4,4,4,3,"yes","yes",2.8,2.13333333333333,2.15,3.8,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","deg","full-time",35000,"Tech Analyst/GIS",3,0,"Medium-Sized","Married",NA,1,2,2,2,2,2,2,2,2,2,3,3,2,2,1,3,3,2,2,3,2,3,2,2,3,2,2,3,2,2,2,2,2,3,4,2,3,2,3,3,2,4,4,4,4,4,"no","no",2,2.26666666666667,2.45,4,0.92,"Very high human development"
"United States",37.5,"Female","Yes Kids","ltuni","full-time",NA,NA,4,0,"Large-City","Married",NA,0,4,4,4,3,3,1,1,5,4,2,3,5,4,3,5,1,3,2,4,2,4,1,2,4,2,2,2,3,3,4,2,4,2,4,3,3,2,3,2,4,3,3,3,3,2,"yes","yes",3.6,3,2.8,2.8,0.92,"Very high human development"
"United States",80,"Male","Yes Kids","ma","retired",NA,NA,3,0,"Large-City","Married",NA,0,3,2,3,2,2,1,1,4,4,2,1,3,2,1,3,3,2,1,1,2,2,3,2,2,1,2,3,4,3,1,1,2,2,2,2,3,3,3,3,2,3,4,4,4,3,"no","no",2.4,2.06666666666667,2.3,3.6,0.92,"Very high human development"
"United States",37.5,"Female","Yes Kids","phd","full-time",45000,"college professor",6,0,"Small City","Married",NA,1,4,4,4,4,4,2,2,4,4,4,2,3,3,4,4,3,3,3,2,4,4,3,3,1,5,4,3,4,4,4,4,5,4,3,4,4,4,5,3,4,3,2,2,3,1,"yes","yes",4,3.13333333333333,3.75,2.2,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","ma","full-time",45000,NA,4,0,"Large-City","Married",NA,1,4,4,5,5,5,4,3,5,4,4,5,5,5,2,3,4,4,4,3,5,5,3,5,4,4,4,5,4,5,4,4,5,3,5,5,5,4,5,5,5,2,5,2,3,3,"yes","yes",4.6,4,4.45,3,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","ltuni","full-time",150000,"engineer",0,5,"Village","Married",NA,1,5,4,4,3,3,2,3,2,4,4,4,4,4,4,4,4,4,5,4,5,4,2,2,3,3,4,4,1,5,4,3,5,2,5,4,3,4,4,4,3,3,3,4,4,2,"yes","yes",3.8,3.8,3.45,3.2,0.92,"Very high human development"
"United States",67.5,"Female","Yes Kids","deg","retired",25000,"retired",10,2,"Small City","Married",NA,0,5,5,5,4,4,3,3,5,3,3,4,3,3,4,4,4,3,5,3,3,3,3,4,4,4,3,3,3,3,3,4,3,3,5,3,4,3,4,3,5,3,2,1,2,1,"yes","yes",4.6,3.53333333333333,3.5,1.8,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","ltuni","full-time",67500,"Food Service Supervisor",17,0,"Small City","Single",NA,0,3,2,2,2,2,4,4,5,4,4,3,3,3,4,4,2,3,4,3,4,4,1,2,2,2,3,3,4,3,3,3,3,3,2,4,2,2,4,3,4,4,3,4,4,3,"yes","no",2.2,3.6,2.85,3.6,0.92,"Very high human development"
"United States",67.5,"Male","Yes Kids","phd","part-time",NA,NA,4,0,"Large Town","Divorced",NA,2,5,5,5,5,5,4,1,5,4,5,3,5,5,3,5,4,2,3,2,5,5,4,3,4,5,3,5,4,5,5,4,5,4,4,4,5,5,5,5,5,3,3,3,4,4,"yes","yes",5,3.73333333333333,4.45,3.4,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","ltuni","full-time",35000,"Administrator",3,0,"Medium-Sized","Widowed",NA,1,4,4,4,4,4,3,2,3,2,3,4,4,5,3,5,3,3,3,3,5,5,3,3,1,2,2,3,4,3,2,4,2,1,2,2,3,3,4,3,4,1,1,2,1,1,"yes","yes",4,3.4,2.8,1.2,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","ma","full-time",150000," Diplomat",17,0,"Small Town","Married",NA,0,2,2,3,2,1,1,2,2,2,2,3,2,2,1,1,1,2,1,2,2,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,4,3,4,4,4,"no","no",2,1.73333333333333,1.35,3.8,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","ltuni","full-time",NA,"Human Resource Manager",1,3,"Small City","Married",NA,1,2,3,2,1,1,2,4,3,5,3,4,3,3,3,5,3,5,3,4,4,4,2,2,5,2,3,4,3,3,4,5,4,3,3,4,4,4,4,3,3,3,4,4,4,3,"yes","yes",1.8,3.6,3.45,3.6,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","ma","full-time",55000," teacher",30,0,"Small City","Married",NA,0,3,3,2,2,2,1,1,2,3,2,1,2,1,1,2,5,1,3,1,1,3,1,2,2,3,4,3,2,3,1,1,3,1,4,2,3,2,2,3,2,1,2,2,2,2,"no","no",2.4,1.8,2.35,1.8,0.92,"Very high human development"
"United States",67.5,"Female","Yes Kids","deg","full-time",55000,"laboratory technician",1,0,"Large-City","Married",NA,1,4,4,4,3,3,1,1,1,4,2,3,3,3,2,2,2,2,3,2,2,3,4,4,5,3,3,4,4,4,2,2,4,1,3,3,4,3,2,3,1,4,4,4,5,1,"yes","no",3.6,2.2,3.1,3.6,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","ltuni","full-time",150000,"Marketing",3,8,"Medium-Sized","Married",NA,3,3,4,3,2,2,3,1,1,2,5,4,4,3,3,4,4,2,4,2,5,5,3,3,2,2,2,5,2,5,2,2,5,4,4,4,5,3,5,4,5,3,3,3,3,2,"yes","yes",2.8,3.13333333333333,3.6,2.8,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","deg","full-time",67500,"special education teacher",10,0,"Medium-Sized","Married",NA,0,5,5,5,5,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,3,2,2,3,2,"yes","yes",5,4.8,4.8,2.4,0.92,"Very high human development"
"United States",32.5,"Male","Yes Kids","deg","full-time",87500,"project manager",0,9,"Large-City","Married",NA,0,3,4,2,2,2,1,2,5,3,2,3,5,4,2,5,2,4,3,1,4,5,2,5,1,5,3,4,5,4,5,3,4,5,5,3,4,4,3,3,5,4,4,4,4,2,"yes","no",2.6,3.06666666666667,3.9,3.6,0.92,"Very high human development"
"United States",37.5,"Female","Yes Kids","high","unemployed",10000,"home maker",14,0,"Medium-Sized","Married",NA,1,3,3,3,3,3,1,1,5,3,4,3,4,4,1,3,4,1,2,2,3,5,2,3,5,3,5,3,3,4,1,3,2,2,4,3,3,2,5,5,5,2,3,3,4,2,"yes","yes",3,2.73333333333333,3.4,2.8,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","ltuni","full-time",87500,"realtor",17,0,"Small City","Single",NA,0,2,3,2,1,1,1,2,5,2,2,3,1,4,1,4,3,2,3,2,2,4,2,2,2,1,2,3,2,2,2,4,4,4,2,3,4,4,3,2,1,5,5,5,5,3,"yes","no",1.8,2.46666666666667,2.65,4.6,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","deg","unemployed",NA,"",0,0,"Small Town","Married",NA,1,1,1,2,1,1,1,1,3,5,4,3,1,3,3,4,1,1,1,1,1,2,2,1,2,2,1,5,2,4,1,2,4,1,3,3,3,2,4,4,1,1,1,1,1,1,"yes","no",1.2,2.2,2.45,1,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","phd","full-time",55000,"psychologis",9,0,"Large-City","Married",NA,1,4,4,4,4,4,1,3,5,5,5,4,5,5,5,5,4,5,4,5,4,5,3,4,4,2,3,4,4,5,4,5,4,2,4,4,5,4,4,5,4,2,2,2,1,1,"yes","yes",4,4.33333333333333,3.95,1.6,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","deg","full-time",25000,"Juvenile Corrections Officer",12,8,"Small Town","Single",NA,1,3,5,4,5,5,5,3,1,2,5,5,5,3,3,5,1,3,1,2,5,5,3,3,2,5,2,5,4,4,2,4,5,5,5,4,5,4,5,5,4,2,1,1,3,1,"yes","yes",4.4,3.26666666666667,4.05,1.6,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","high","full-time",15000,"stocker",6,7,"Large-City","Divorced",NA,0,5,4,4,3,3,3,2,4,3,4,1,4,4,4,4,4,2,5,3,3,4,2,3,4,2,4,4,4,3,3,3,3,5,5,5,5,5,4,4,4,2,1,2,1,1,"yes","yes",3.8,3.33333333333333,3.8,1.4,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","ltuni","full-time",35000,"Account Service Rep",5,3,"Small Town","Widowed",NA,1,2,3,3,2,3,3,3,1,3,2,1,3,3,2,3,3,2,4,1,5,2,1,1,2,5,1,1,3,1,1,5,2,4,2,3,5,3,2,2,2,3,3,3,5,5,"yes","yes",2.6,2.6,2.4,3.8,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","ma","full-time",250000,NA,2,0,"Medium-Sized","Married",NA,1,3,3,3,3,3,1,2,4,3,2,4,3,3,2,3,2,3,4,3,3,4,2,3,4,2,2,3,4,4,2,3,3,2,2,3,3,2,2,3,4,5,4,5,5,4,"yes","yes",3,2.8,2.85,4.6,0.92,"Very high human development"
"United States",67.5,"Male","Yes Kids","phd","retired",150000,"college professor",4,0,"Medium-Sized","Married",NA,2,2,3,3,2,2,2,4,3,3,3,2,3,3,2,2,2,4,2,4,3,3,1,2,2,1,1,1,4,4,1,4,3,3,3,3,4,2,3,2,3,4,4,4,5,4,"yes","yes",2.4,2.8,2.5,4.2,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","deg","full-time",45000,"Librarian",10,0,"Medium-Sized","Married",NA,2,3,3,4,3,3,1,1,1,3,3,1,2,3,2,4,1,1,2,2,2,4,1,1,2,3,1,3,3,4,2,2,4,2,2,3,2,2,4,3,2,3,4,4,4,4,"yes","no",3.2,1.93333333333333,2.5,3.8,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","dip","full-time",87500,"Nurse",17,0,"Medium-Sized","Single",NA,0,3,2,2,4,4,3,2,5,5,4,1,3,5,1,4,3,3,3,2,4,4,4,4,4,2,5,4,3,4,2,3,4,3,3,5,4,2,5,5,4,1,2,3,3,1,"yes","yes",3,3.2,3.7,2,0.92,"Very high human development"
"United States",28,"Male","Yes Kids","high","full-time",150000,"Self Employed",4,0,"Large-City","Married",NA,1,1,3,1,1,1,4,2,5,3,3,1,2,3,2,4,4,2,4,2,4,4,1,4,5,2,1,3,1,5,2,4,3,4,4,3,5,5,3,4,3,4,4,3,4,4,"yes","no",1.4,3,3.3,3.8,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","ma","full-time",150000,"Attorney",17,0,"Large Town","Married",NA,1,4,4,4,3,3,2,2,4,4,4,4,4,4,2,4,2,2,2,4,4,4,2,2,2,2,2,3,3,4,4,2,4,2,2,4,4,4,4,4,4,4,4,3,4,2,"yes","yes",3.6,3.2,3.1,3.4,0.92,"Very high human development"
"United States",67.5,"Female","Yes Kids","ma","part-time",35000,"psychotherapist",17,0,"Large-City","Widowed",NA,0,5,5,5,5,5,2,1,2,3,5,5,5,1,3,5,3,3,2,1,5,5,3,2,3,5,3,5,5,1,3,2,5,3,2,4,5,4,1,5,1,1,1,1,3,4,"yes","",5,3.06666666666667,3.35,2,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","dip","unemployed",87500," houswife",23,0,"Large Town","Married",NA,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,4,4,5,5,4,"no","no",1.2,1,1.15,4.4,0.92,"Very high human development"
